#scalar perturbations for mode k = 5.000000000000e-03 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_idr             17:theta_idr             18:shear_idr             19:delta_cdm             20:theta_cdm          
       6.553167686519e+02       3.206458070691e-03      -2.830605166240e+00       5.515314862993e-04       1.188351085706e-01       9.919522562257e-03       3.656249715259e-03       3.148831586767e-03      -2.597748104087e+00       3.668007167903e-03       5.401727223974e-01       5.544779665396e-01      -2.619292250195e+00       2.555611355382e-04       1.136468760554e-01      -2.622596839142e+00       2.693893176536e-04       1.112509959978e-01      -2.658497310175e+00       3.745080440995e-03 
       6.635322375559e+02       3.268244229322e-03      -2.840830251027e+00       4.928455538888e-04       1.185781274173e-01       9.783342379865e-03       3.704198443115e-03       3.165992804428e-03      -2.631426585048e+00       3.708321819854e-03       5.396816639816e-01       5.533518357957e-01      -2.626339048289e+00       2.085867683910e-04       1.121770837017e-01      -2.629796860245e+00       2.227328995473e-04       1.097870203616e-01      -2.692803739422e+00       3.784123653984e-03 
       6.717477064599e+02       3.330564967007e-03      -2.850343841700e+00       4.336142398986e-04       1.181514914935e-01       9.644467934564e-03       3.749816224292e-03       3.182826879202e-03      -2.665386545611e+00       3.748508875279e-03       5.391915396624e-01       5.522421046276e-01      -2.632804915842e+00       1.614800099578e-04       1.105768571571e-01      -2.636419382265e+00       1.759345596352e-04       1.081963194779e-01      -2.727381333598e+00       3.823070926026e-03 
       6.799631753639e+02       3.393420283756e-03      -2.859140110500e+00       3.739094880696e-04       1.175547930224e-01       9.503026500652e-03       3.793075622594e-03       3.199311366824e-03      -2.699626759904e+00       3.788570257742e-03       5.387024388247e-01       5.511488348697e-01      -2.638688466226e+00       1.142976068554e-04       1.088473511245e-01      -2.642462909029e+00       1.290501031109e-04       1.064801075892e-01      -2.762229122393e+00       3.861923092656e-03 
       6.881786442680e+02       3.456810179580e-03      -2.867214071232e+00       3.138035637781e-04       1.167878703584e-01       9.359145102088e-03       3.833951594217e-03       3.215423508564e-03      -2.734146056344e+00       3.828507827408e-03       5.382144602785e-01       5.500720754543e-01      -2.643988984984e+00       6.709609562175e-05       1.069899033804e-01      -2.647926606186e+00       8.213511943981e-05       1.046397752780e-01      -2.797346181047e+00       3.900680973689e-03 
       6.963941131720e+02       3.520734654490e-03      -2.874561603062e+00       2.533690304358e-04       1.158508080672e-01       9.212950497897e-03       3.872421489926e-03       3.231140286299e-03      -2.768943332718e+00       3.868323452859e-03       5.377277053101e-01       5.490118572958e-01      -2.648706447913e+00       1.993180056219e-05       1.050060328762e-01      -2.652810319244e+00       3.524498214115e-05       1.026768873755e-01      -2.832731645810e+00       3.939345442605e-03 
       7.046095820760e+02       3.585193708497e-03      -2.881179430366e+00       1.926785981415e-04       1.147439366820e-01       9.064569160124e-03       3.908465055703e-03       3.246438476060e-03      -2.804017539072e+00       3.908018955121e-03       5.372422811509e-01       5.479681989264e-01      -2.652841495446e+00      -2.713929543020e-05       1.028974376010e-01      -2.657114547923e+00      -1.156527841662e-05       1.005931806436e-01      -2.868384697190e+00       3.977917368259e-03 
       7.128250509800e+02       3.650187341615e-03      -2.887065119242e+00       1.318050232995e-04       1.134678320821e-01       8.914127244825e-03       3.942064431774e-03       3.261294700124e-03      -2.839367673876e+00       3.947596102529e-03       5.367583003927e-01       5.469411076668e-01      -2.656395423937e+00      -7.406162837609e-05       1.006659921547e-01      -2.660840437427e+00      -5.824105050540e-05       9.839056118108e-02      -2.904304556468e+00       4.016397607559e-03 
       7.218357486939e+02       3.722086833927e-03      -2.892676812138e+00       6.491489811337e-05       1.118745878197e-01       8.746902976034e-03       3.976087294793e-03       3.277052874557e-03      -2.878455752762e+00       3.990870213940e-03       5.362292636527e-01       5.458336362368e-01      -2.659627499995e+00      -1.252893719187e-04       9.807972417380e-02      -2.664264124162e+00      -1.092159084368e-04       9.584046537810e-02      -2.944007275212e+00       4.058498264680e-03 
       7.308464464078e+02       3.794629404953e-03      -2.897404978109e+00      -2.012168573337e-06       1.100801725179e-01       8.577516682438e-03       4.007134222581e-03       3.292220081564e-03      -2.917873458248e+00       4.034006386302e-03       5.357022497892e-01       5.447460581871e-01      -2.662166373047e+00      -1.761998508345e-04       9.535107914633e-02      -2.666997529864e+00      -1.598930632942e-04       9.315277921167e-02      -2.984029182571e+00       4.100490914022e-03 
       7.398571441217e+02       3.867815054711e-03      -2.901249913596e+00      -6.888066804755e-05       1.080863538417e-01       8.406133168044e-03       4.035191552326e-03       3.306765268582e-03      -2.957619682159e+00       4.077006872969e-03       5.351774124075e-01       5.436783320027e-01      -2.664016448980e+00      -2.267219634284e-04       9.248323888358e-02      -2.669044817953e+00      -2.102026508197e-04       9.033069463226e-02      -3.024369435303e+00       4.142376758365e-03 
       7.488678418355e+02       3.941643783221e-03      -2.904213126686e+00      -1.355955352594e-04       1.058952454091e-01       8.232916519206e-03       4.060249052261e-03       3.320657456616e-03      -2.997693386594e+00       4.119873912157e-03       5.346549041315e-01       5.426303994794e-01      -2.665183048906e+00      -2.767855760143e-04       8.947962226990e-02      -2.670411052289e+00      -2.600757617035e-04       8.737762934704e-02      -3.065027251190e+00       4.184157032864e-03 
       7.578785395494e+02       4.016115590502e-03      -2.906297326325e+00      -2.020622963941e-04       1.035093030277e-01       8.058030020082e-03       4.082299905121e-03       3.333865813021e-03      -3.038093600366e+00       4.162609726203e-03       5.341348759852e-01       5.416021868610e-01      -2.665672392330e+00      -3.263216292628e-04       8.634387946759e-02      -2.671102180507e+00      -3.094445445382e-04       8.429722088031e-02      -3.106001905891e+00       4.225833001730e-03 
       7.668892372633e+02       4.091230476578e-03      -2.907506394277e+00      -2.681872664172e-04       1.009313203177e-01       7.881636063250e-03       4.101340688341e-03       3.346359722531e-03      -3.078819403797e+00       4.205216469315e-03       5.336174806590e-01       5.405936098077e-01      -2.665491563546e+00      -3.752622937406e-04       8.307988569456e-02      -2.671125000636e+00      -3.582423579453e-04       8.109332023334e-02      -3.147292718135e+00       4.267405903564e-03 
       7.758999349772e+02       4.166988441469e-03      -2.907845392865e+00      -3.338776240909e-04       9.816442375613e-02       7.703896056003e-03       4.117371350893e-03       3.358108856542e-03      -3.119869941646e+00       4.247696296071e-03       5.331028668321e-01       5.396045689821e-01      -2.664648514332e+00      -4.235410021805e-04       7.969173461481e-02      -2.670487164052e+00      -4.064037994244e-04       7.776998518437e-02      -3.188899063021e+00       4.308877017581e-03 
       7.857780487745e+02       4.250778175162e-03      -2.907224703042e+00      -4.052834488510e-04       9.491820869512e-02       7.507689323832e-03       4.131490485730e-03       3.370097717144e-03      -3.165244403004e+00       4.294122162511e-03       5.325420814922e-01       5.385426317633e-01      -2.662973852460e+00      -4.756293824913e-04       7.583987342967e-02      -2.669038893350e+00      -4.583943697718e-04       7.399454951605e-02      -3.234872526930e+00       4.354224949034e-03 
       7.956561625719e+02       4.335340759274e-03      -2.905575637301e+00      -4.759373486173e-04       9.145410845773e-02       7.310267151113e-03       4.142005006537e-03       3.381116587151e-03      -3.211007191765e+00       4.340400841991e-03       5.319850022492e-01       5.375038756531e-01      -2.660526635385e+00      -5.267600849973e-04       7.184993185993e-02      -2.666819136176e+00      -5.094608338690e-04       7.008657299216e-02      -3.281223810112e+00       4.399453834130e-03 
       8.055342763693e+02       4.420676193837e-03      -2.902909585738e+00      -5.457219200619e-04       8.777757029141e-02       7.111837252304e-03       4.148928563479e-03       3.391127267929e-03      -3.257157400940e+00       4.386535071128e-03       5.314318127467e-01       5.364881228636e-01      -2.657320727323e+00      -5.768515684615e-04       6.772814612980e-02      -2.663841305247e+00      -5.595230591193e-04       6.605219585473e-02      -3.327952278556e+00       4.444565405320e-03 
       8.154123901667e+02       4.506784478889e-03      -2.899239530122e+00      -6.145218685189e-04       8.389448355297e-02       6.912605304991e-03       4.152279482570e-03       3.400092367250e-03      -3.303694194747e+00       4.432527560079e-03       5.308826907804e-01       5.354951808309e-01      -2.653371109739e+00      -6.258247077595e-04       6.348102246037e-02      -2.660119912326e+00      -6.085032748003e-04       6.189781138754e-02      -3.375057359768e+00       4.489561414992e-03 
       8.252905039640e+02       4.593665614466e-03      -2.894580013648e+00      -6.822242037532e-04       7.981116741458e-02       6.712774782136e-03       4.152080700991e-03       3.407975394741e-03      -3.350616807522e+00       4.478381003770e-03       5.303378071936e-01       5.345248425032e-01      -2.648693847524e+00      -6.736029179057e-04       5.911532382977e-02      -2.655670535153e+00      -6.563261908120e-04       5.763005276940e-02      -3.422538542132e+00       4.534443644100e-03 
       8.351686177614e+02       4.681319600606e-03      -2.888947099363e+00      -7.487184615373e-04       7.553435771959e-02       6.512546783111e-03       4.148359696779e-03       3.414740854376e-03      -3.397924536131e+00       4.524098062071e-03       5.297973270349e-01       5.335768888043e-01      -2.643306044780e+00      -7.201123034957e-04       5.463805623502e-02      -2.650509774045e+00      -7.029191419196e-04       5.325577947830e-02      -3.470395367737e+00       4.579213879896e-03 
       8.450467315588e+02       4.769746437352e-03      -2.882358326671e+00      -8.138969184106e-04       7.107119294058e-02       6.312119864108e-03       4.141148412819e-03       3.420354333895e-03      -3.445616732897e+00       4.569681341094e-03       5.292614106162e-01       5.326510908582e-01      -2.637225799640e+00      -7.652818010610e-04       5.005645441762e-02      -2.644655207600e+00      -7.482122250027e-04       4.878206320951e-02      -3.518627425708e+00       4.623873894942e-03 
       8.558961742487e+02       4.867758990215e-03      -2.874042848076e+00      -8.838435304691e-04       6.596338393498e-02       6.091988451338e-03       4.129249430817e-03       3.425152806020e-03      -3.498440913863e+00       4.619595837601e-03       5.286782355860e-01       5.316595004022e-01      -2.629772471436e+00      -8.132678383202e-04       4.491298026421e-02      -2.637447542525e+00      -7.963814060236e-04       4.376250559178e-02      -3.572034182504e+00       4.672800541857e-03 
       8.667456169387e+02       4.966703857523e-03      -2.864624329322e+00      -9.519418219841e-04       6.065034387980e-02       5.872108733800e-03       4.113238019084e-03       3.428479235456e-03      -3.551727491041e+00       4.669355510129e-03       5.281009402806e-01       5.306940117146e-01      -2.621533380733e+00      -8.594692610936e-04       3.966277894540e-02      -2.629451098889e+00      -8.428168850050e-04       3.864164480153e-02      -3.625892762277e+00       4.721598816925e-03 
       8.775950596286e+02       5.066581039341e-03      -2.854131840677e+00      -1.018061957321e-03       5.514307637955e-02       5.652731717142e-03       4.093174376995e-03       3.430293276090e-03      -3.605475843620e+00       4.718963733192e-03       5.275297062295e-01       5.297542779232e-01      -2.612536326362e+00      -9.038045574818e-04       3.431625987578e-02      -2.620692930166e+00      -8.874383537275e-04       3.342960772126e-02      -3.680202825964e+00       4.770271135486e-03 
       8.884445023186e+02       5.167390535732e-03      -2.842596342107e+00      -1.082079146151e-03       4.945307295357e-02       5.434103682435e-03       4.069124649600e-03       3.430556654035e-03      -3.659685422986e+00       4.768423841352e-03       5.269647049067e-01       5.288399402313e-01      -2.602810299920e+00      -9.461969520799e-04       2.888407168660e-02      -2.611201266120e+00      -9.301701097130e-04       2.813673836691e-02      -3.734964096537e+00       4.818819918008e-03 
       8.992939450085e+02       5.269132346767e-03      -2.830050602339e+00      -1.143873905917e-03       4.359228438215e-02       5.216465926668e-03       4.041160761244e-03       3.429233283163e-03      -3.714355747751e+00       4.817739123517e-03       5.264060980990e-01       5.279506294131e-01      -2.592385410135e+00      -9.865745544486e-04       2.337707621651e-02      -2.601005439118e+00      -9.709411977521e-04       2.277357259740e-02      -3.790176354508e+00       4.867247581788e-03 
       9.101433876985e+02       5.371806472518e-03      -2.816529118495e+00      -1.203332296794e-03       3.757309098426e-02       5.000054508542e-03       4.009360240774e-03       3.426289374683e-03      -3.769486401845e+00       4.866912831446e-03       5.258540373702e-01       5.270859662911e-01      -2.581292809411e+00      -1.024870481290e-03       1.780632203639e-02      -2.590135812707e+00      -1.009685525472e-03       1.735081243845e-02      -3.845839436473e+00       4.915556547031e-03 
       9.209928303884e+02       5.475412913062e-03      -2.802068032989e+00      -1.260346140788e-03       3.140827189093e-02       4.785100000412e-03       3.973806038412e-03       3.421693540483e-03      -3.825077033154e+00       4.915948190101e-03       5.253086634758e-01       5.262455620728e-01      -2.569564619265e+00      -1.061022964201e-03       1.218301757964e-02      -2.578623709187e+00      -1.046341964853e-03       1.187930009189e-02      -3.901953234166e+00       4.963749244935e-03 
       9.329391126197e+02       5.590572050958e-03      -2.785103216368e+00      -1.320174120917e-03       2.446748828738e-02       4.550368330829e-03       3.930420937818e-03       3.414687742888e-03      -3.886819410168e+00       4.969784629292e-03       5.247160448050e-01       5.253477824661e-01      -2.555955027436e+00      -1.098283440748e-03       5.943993780474e-03      -2.565243116631e+00      -1.084222184156e-03       5.811346649141e-03      -3.964261235800e+00       5.016682471370e-03 
       9.448853948510e+02       5.706861539890e-03      -2.767097315235e+00      -1.376786805769e-03       1.738410891962e-02       4.317967303916e-03       3.882716603251e-03       3.405609224001e-03      -3.949118800330e+00       5.023461395097e-03       5.241318526831e-01       5.244783942682e-01      -2.541660069460e+00      -1.132808741941e-03      -3.297047151821e-04      -2.551166742410e+00      -1.119435586668e-03      -2.876824001908e-04      -4.027115610150e+00       5.069480913580e-03 
       9.568316770823e+02       5.824281379976e-03      -2.748104692551e+00      -1.430065858518e-03       1.017658843245e-02       4.088179582213e-03       3.830824857597e-03       3.394426990832e-03      -4.011974965893e+00       5.076982632121e-03       5.235562338481e-01       5.236368491781e-01      -2.526725994467e+00      -1.164538817338e-03      -6.622682667994e-03      -2.536439745099e+00      -1.151922294989e-03      -6.402954693232e-03      -4.090516411272e+00       5.122147797844e-03 
       9.687779593136e+02       5.942831571340e-03      -2.728181550219e+00      -1.479902604183e-03       2.863763864261e-03       3.861278355339e-03       3.774884238863e-03       3.381114113009e-03      -4.075387741324e+00       5.130352429066e-03       5.229893211392e-01       5.228225911994e-01      -2.511199974725e+00      -1.193421672415e-03      -1.291948040366e-02      -2.521108205662e+00      -1.181630234677e-03      -1.251959573217e-02      -4.154463754731e+00       5.174686338338e-03 
       9.807242415449e+02       6.062512114112e-03      -2.707385768071e+00      -1.526198271762e-03      -4.535201673839e-03       3.637527009646e-03       3.715039642686e-03       3.365647833971e-03      -4.139357028796e+00       5.183574817287e-03       5.224312338927e-01       5.220350579310e-01      -2.495129971521e+00      -1.219413450140e-03      -1.920461904431e-02      -2.505218997416e+00      -1.208515209565e-03      -1.862273208512e-02      -4.218957813599e+00       5.227099733116e-03 
       9.926705237762e+02       6.183323008430e-03      -2.685776739996e+00      -1.568864206343e-03      -1.200087617214e-02       3.417178815791e-03       3.651441954658e-03       3.348009670135e-03      -4.203882794134e+00       5.236653770698e-03       5.218820782712e-01       5.212736816999e-01      -2.478564600614e+00      -1.242478487998e-03      -2.546264569382e-02      -2.488819655652e+00      -1.232540953444e-03      -2.469753443596e-02      -4.283998814874e+00       5.279391161611e-03 
       1.004616806007e+03       6.305264254437e-03      -2.663415207772e+00      -1.607822048737e-03      -1.951361662524e-02       3.200476635459e-03       3.584247672937e-03       3.328185497610e-03      -4.268965063426e+00       5.289593208424e-03       5.213419474425e-01       5.205378904638e-01      -2.461552997849e+00      -1.262589348511e-03      -3.167817846289e-02      -2.471958247500e+00      -1.253679156213e-03      -3.072926037285e-02      -4.349587036553e+00       5.331563785045e-03 
       1.017813090605e+03       6.441278806302e-03      -2.637913664224e+00      -1.646464486801e-03      -2.784334864879e-02       2.965616954707e-03       3.506036425213e-03       3.303734425035e-03      -4.341504232297e+00       5.347914463819e-03       5.207558861056e-01       5.197541570094e-01      -2.442302254008e+00      -1.281347638939e-03      -3.847631908226e-02      -2.452853741745e+00      -1.273648359021e-03      -3.732447028369e-02      -4.422674598946e+00       5.389061195735e-03 
       1.031009375202e+03       6.578672635243e-03      -2.611654359291e+00      -1.680423063534e-03      -3.617954347054e-02       2.735786702041e-03       3.423858804176e-03       3.276597537083e-03      -4.414722747435e+00       5.406075329807e-03       5.201810258842e-01       5.190001614677e-01      -2.422634536257e+00      -1.296463704254e-03      -4.518363627600e-02      -2.433310266901e+00      -1.290053311508e-03      -4.382983892593e-02      -4.496430791708e+00       5.446421677498e-03 
       1.044205659799e+03       6.717445741486e-03      -2.584723385849e+00      -1.709637128231e-03      -4.449534755732e-02       2.511266645077e-03       3.337946156110e-03       3.246774923863e-03      -4.488620867933e+00       5.464080850756e-03       5.196174406278e-01       5.182751230950e-01      -2.402617088564e+00      -1.307935497618e-03      -5.178009301798e-02      -2.413393714977e+00      -1.302889623088e-03      -5.022623765564e-02      -4.570856177645e+00       5.503649391154e-03 
       1.057401944396e+03       6.857598125269e-03      -2.557207765373e+00      -1.734062007411e-03      -5.276396183250e-02       2.292320555108e-03       3.248535690074e-03       3.214273502361e-03      -4.563198920386e+00       5.521935985272e-03       5.190651874000e-01       5.175782606361e-01      -2.382317086488e+00      -1.315773044498e-03      -5.824603280286e-02      -2.393169954430e+00      -1.312164564626e-03      -5.649492663880e-02      -4.645951375692e+00       5.560748454497e-03 
       1.070598228993e+03       6.999129786843e-03      -2.529195161211e+00      -1.753669040483e-03      -6.095873822672e-02       2.079194909856e-03       3.155869798105e-03       3.179107048963e-03      -4.638457293861e+00       5.579645605803e-03       5.185243071227e-01       5.169087936307e-01      -2.361801420814e+00      -1.319998296108e-03      -6.456224855387e-02      -2.372704621014e+00      -1.317896923866e-03      -6.261761944873e-02      -4.721717056426e+00       5.617722939347e-03 
       1.083794513590e+03       7.142040726471e-03      -2.500773592312e+00      -1.768445560282e-03      -6.905327544971e-02       1.872118637242e-03       3.060195368842e-03       3.141296209361e-03      -4.714396435232e+00       5.637214499027e-03       5.179948251781e-01       5.162659435984e-01      -2.341136484616e+00      -1.320644942679e-03      -7.071004972353e-02      -2.352062912007e+00      -1.320116822678e-03      -6.857654578392e-02      -4.798153937917e+00       5.674576869535e-03 
       1.096990798187e+03       7.286330944431e-03      -2.472031148239e+00      -1.778394817194e-03      -7.702151367063e-02       1.671302901786e-03       2.961763096041e-03       3.100868485364e-03      -4.791016844884e+00       5.694647367225e-03       5.174767519560e-01       5.156489350931e-01      -2.320387964441e+00      -1.317758186127e-03      -7.667132734194e-02      -2.331309384458e+00      -1.318865495745e-03      -7.435451207661e-02      -4.875262781918e+00       5.731314220070e-03 
       1.111628524357e+03       7.447995604306e-03      -2.439880303325e+00      -1.783807459447e-03      -8.568133210283e-02       1.456109221259e-03       2.849660619870e-03       3.053005377728e-03      -4.876804189451e+00       5.758200136013e-03       5.169154306683e-01       5.149938256585e-01      -2.297353783701e+00      -1.310491503178e-03      -8.304441158584e-02      -2.308235342261e+00      -1.313480321450e-03      -8.053186810548e-02      -4.961581332156e+00       5.794117406575e-03 
       1.126266250528e+03       7.611357319515e-03      -2.407561964071e+00      -1.783352908743e-03      -9.412002789671e-02       1.249093506405e-03       2.734827057829e-03       3.002021427678e-03      -4.963431249509e+00       5.821597377045e-03       5.163681175161e-01       5.143685184985e-01      -2.274383221040e+00      -1.299039847860e-03      -8.914370976095e-02      -2.285187555000e+00      -1.303974811790e-03      -8.644461426293e-02      -5.048728789041e+00       5.856787236418e-03 
       1.140903976699e+03       7.776416090501e-03      -2.375194117328e+00      -1.777102833534e-03      -1.023043387013e-01       1.050465998685e-03       2.617614708560e-03       2.947983298509e-03      -5.050898897054e+00       5.884845118871e-03       5.158347688502e-01       5.137719788479e-01      -2.251561057194e+00      -1.283512011100e-03      -9.494756781853e-02      -2.262249609811e+00      -1.290450707431e-03      -9.207228446215e-02      -5.136706342785e+00       5.919328881471e-03 
       1.155541702869e+03       7.943171917730e-03      -2.342893085181e+00      -1.765151623436e-03      -1.102020933874e-01       8.604094111530e-04       2.498377197807e-03       2.890967569560e-03      -5.139208058835e+00       5.947949258838e-03       5.153153223848e-01       5.132031827896e-01      -2.228969755279e+00      -1.264032149323e-03      -1.004355851852e-01      -2.239502919035e+00      -1.273024583450e-03      -9.739563020909e-02      -5.225515226119e+00       5.981747424478e-03 
       1.170179429040e+03       8.111624801693e-03      -2.310773081236e+00      -1.747615799488e-03      -1.177823517816e-01       6.790789550582e-04       2.377468326805e-03       2.831060517221e-03      -5.228359709966e+00       6.010915560490e-03       5.148096983316e-01       5.126611187320e-01      -2.206689161707e+00      -1.240739092523e-03      -1.055886995595e-01      -2.217026431229e+00      -1.251827185452e-03      -1.023966980516e-01      -5.315156708507e+00       6.044047853879e-03 
       1.184817155211e+03       8.281774742910e-03      -2.278945779982e+00      -1.724633335004e-03      -1.250155385421e-01       5.066024450502e-04       2.255240934146e-03       2.768357858224e-03      -5.318354868068e+00       6.073749652384e-03       5.143178004380e-01       5.121447887065e-01      -2.184796221755e+00      -1.213785595722e-03      -1.103892655312e-01      -2.194896356250e+00      -1.227002712534e-03      -1.070589010061e-01      -5.405632090851e+00       6.106235060247e-03 
       1.199454881381e+03       8.453621741926e-03      -2.247519900837e+00      -1.696362888171e-03      -1.318735705406e-01       3.430804843218e-04       2.132045774619e-03       2.702964455302e-03      -5.409194587857e+00       6.136457027884e-03       5.138395169518e-01       5.116532095159e-01      -2.163364710864e+00      -1.183337535959e-03      -1.148211265945e-01      -2.173185905429e+00      -1.198708049246e-03      -1.113670835740e-01      -5.496942700602e+00       6.168313833860e-03 
       1.215781106394e+03       8.647293717245e-03      -2.213071467287e+00      -1.658812551955e-03      -1.390477627083e-01       1.713486660467e-04       1.993923730118e-03       2.626993093679e-03      -5.511510547925e+00       6.206254943730e-03       5.133219670905e-01       5.111329384552e-01      -2.140091422339e+00      -1.145473370985e-03      -1.193114268839e-01      -2.149551719339e+00      -1.163262915724e-03      -1.157379070234e-01      -5.599773178960e+00       6.237431385930e-03 
       1.232107331406e+03       8.843076853166e-03      -2.179394067535e+00      -1.615181745132e-03      -1.456881838278e-01       1.091055833757e-05       1.855505965437e-03       2.547986139432e-03      -5.614880051047e+00       6.275909114579e-03       5.128210013342e-01       5.106409375019e-01      -2.117571816811e+00      -1.103747623514e-03      -1.233070371775e-01      -2.126618477659e+00      -1.123961278837e-03      -1.196346675063e-01      -5.703646265419e+00       6.306426220375e-03 
       1.248433556418e+03       9.040971150578e-03      -2.146621976041e+00      -1.565773288463e-03      -1.517634956205e-01      -1.382110965185e-04       1.717259999801e-03       2.466126072432e-03      -5.719304679160e+00       6.345426572497e-03       5.123364046083e-01       5.101759163113e-01      -2.095892097532e+00      -1.058440046928e-03      -1.267926466370e-01      -2.104472424973e+00      -1.081068867069e-03      -1.230431299450e-01      -5.808563878302e+00       6.375304529400e-03 
       1.264759781430e+03       9.240976610421e-03      -2.114882478269e+00      -1.510915632413e-03      -1.572453718032e-01      -2.760331309824e-04       1.579643211103e-03       2.381607003552e-03      -5.824786041163e+00       6.414814143410e-03       5.118679436119e-01       5.097366132327e-01      -2.075132104957e+00      -1.009844666864e-03      -1.297555961764e-01      -2.083193752782e+00      -1.034865288272e-03      -1.259515812691e-01      -5.914527949526e+00       6.444072341100e-03 
       1.281086006442e+03       9.443093233687e-03      -2.084295328761e+00      -1.450960868084e-03      -1.621086436385e-01      -4.026109499116e-04       1.443101159837e-03       2.294633867771e-03      -5.931325765195e+00       6.484078442062e-03       5.114153685393e-01       5.093217967841e-01      -2.055365019495e+00      -9.582680344591e-04      -1.321859348962e-01      -2.062856309860e+00      -9.856423697968e-04      -1.283508777911e-01      -6.021540417546e+00       6.512735511799e-03 
       1.297412231454e+03       9.647321021425e-03      -2.054972254577e+00      -1.386282627432e-03      -1.663314276736e-01      -5.180374020297e-04       1.308065986554e-03       2.205421567482e-03      -6.038925492025e+00       6.553225872431e-03       5.109784144851e-01       5.089302667134e-01      -2.036657103696e+00      -9.040274278150e-04      -1.340764615736e-01      -2.043527350135e+00      -9.337024508867e-04      -1.302344784987e-01      -6.129603221373e+00       6.581299724050e-03 
       1.313738456466e+03       9.853659974738e-03      -2.027016506958e+00      -1.317273880914e-03      -1.698952346507e-01      -6.224415269838e-04       1.174954889751e-03       2.114194068422e-03      -6.147586869488e+00       6.622262632900e-03       5.105568025812e-01       5.085608547051e-01      -2.019067485480e+00      -8.474490097265e-04      -1.354227506733e-01      -2.025267319596e+00      -8.793566350159e-04      -1.315984638053e-01      -6.238718295587e+00       6.649770489561e-03 
       1.332085949150e+03       1.008806412019e-02      -1.997348355078e+00      -1.235063673357e-03      -1.730953425363e-01      -7.268225687850e-04       1.028157518833e-03       2.009555938963e-03      -6.270970059252e+00       6.699721870452e-03       5.101009385364e-01       5.081706922461e-01      -2.000698838807e+00      -7.814902364309e-04      -1.362843079189e-01      -2.006088403583e+00      -8.158068811222e-04      -1.325097145259e-01      -6.362600500216e+00       6.726613401345e-03 
       1.350433441834e+03       1.032513453924e-02      -1.969646007488e+00      -1.148506426984e-03      -1.754284113206e-01      -8.177736176421e-04       8.848379224686e-04       1.903006084457e-03      -6.395698463128e+00       6.777057094433e-03       5.096636517738e-01       5.078054693572e-01      -1.983870082015e+00      -7.134803295284e-04      -1.364583943222e-01      -1.988391946542e+00      -7.500796806107e-04      -1.327652625978e-01      -6.487816796120e+00       6.803352344234e-03 
       1.368780934517e+03       1.056487123373e-02      -1.944014253484e+00      -1.058225097115e-03      -1.768842563274e-01      -8.956276570738e-04       7.455076697646e-04       1.794894098848e-03      -6.521774404644e+00       6.854276215927e-03       5.092444939644e-01       5.074636774380e-01      -1.968631496097e+00      -6.439044948855e-04      -1.359512683043e-01      -1.972231576984e+00      -6.826392654532e-04      -1.323713351697e-01      -6.614369866861e+00       6.879994393179e-03 
       1.387128427201e+03       1.080727420563e-02      -1.920542232332e+00      -9.648573427026e-04      -1.774584897450e-01      -9.607649459047e-04       6.106458260877e-04       1.685577240938e-03      -6.649200182457e+00       6.931386814406e-03       5.088430034926e-01       5.071438635160e-01      -1.955021246303e+00      -5.732493659454e-04      -1.347735139692e-01      -1.957649315094e+00      -6.139517859470e-04      -1.313382088844e-01      -6.742262356185e+00       6.956546334468e-03 
       1.405475919885e+03       1.105234345702e-02      -1.899303124970e+00      -8.690510702014e-04      -1.771525245148e-01      -1.013609809867e-03       4.806971455189e-04       1.575418513230e-03      -6.777978061220e+00       7.008396128310e-03       5.084587079805e-01       5.068446313113e-01      -1.943065384857e+00      -5.019996710231e-04      -1.329399416378e-01      -1.944675561143e+00      -5.444821627749e-04      -1.296801080212e-01      -6.871496859653e+00       7.033014653580e-03 
       1.423823412569e+03       1.130007899008e-02      -1.880353964810e+00      -7.714598973767e-04      -1.759735382528e-01      -1.054627289381e-03       3.560704779306e-04       1.464784713588e-03      -6.908110271461e+00       7.085311108130e-03       5.080911239229e-01       5.065646393111e-01      -1.932777944732e+00      -4.306348964843e-04      -1.304694601221e-01      -1.933329170561e+00      -4.746909334310e-04      -1.274150767987e-01      -7.002075925236e+00       7.109405585763e-03 
       1.442170905253e+03       1.155048080714e-02      -1.863735548172e+00      -6.727386869779e-04      -1.739343964673e-01      -1.084319656448e-03       2.371374009751e-04       1.354044468885e-03      -7.039599001713e+00       7.162138407227e-03       5.077397591565e-01       5.063026015515e-01      -1.924161102837e+00      -3.596260903375e-04      -1.273849208171e-01      -1.923617593949e+00      -4.050312361273e-04      -1.245648260008e-01      -7.134002046116e+00       7.185725104529e-03 
       1.463015619342e+03       1.183819938707e-02      -1.847713925734e+00      -5.600359505268e-04      -1.705975981168e-01      -1.104992305066e-03       1.093463850701e-04       1.228569879022e-03      -7.190633009651e+00       7.249324098890e-03       5.073596187003e-01       5.060251262948e-01      -1.916386141502e+00      -2.799666992351e-04      -1.231693501328e-01      -1.914562719143e+00      -3.266111216156e-04      -1.206486233517e-01      -7.285521862388e+00       7.272352823750e-03 
